order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,not_shipped,not_delivered,delivery_time
115418,92438,Complete,F,2023-05-26 06:42:00+00:00,Not Returned,2023-05-28 01:03:00+00:00,2023-05-29 21:32:00+00:00,3,False,False,3.0
115461,92475,Complete,F,2023-02-14 05:39:00+00:00,Not Returned,2023-02-14 17:09:00+00:00,2023-02-17 10:58:00+00:00,1,False,False,3.0
115490,92501,Complete,F,2023-02-18 00:50:00+00:00,Not Returned,2023-02-19 19:01:00+00:00,2023-02-24 06:26:00+00:00,1,False,False,6.0
115589,92580,Complete,F,2023-06-11 14:27:00+00:00,Not Returned,2023-06-14 12:05:00+00:00,2023-06-17 17:53:00+00:00,4,False,False,6.0
115616,92599,Complete,F,2023-02-23 09:46:00+00:00,Not Returned,2023-02-26 07:16:00+00:00,2023-02-27 21:30:00+00:00,3,False,False,4.0
115901,92848,Complete,F,2023-05-03 01:15:00+00:00,Not Returned,2023-05-04 10:52:00+00:00,2023-05-09 02:12:00+00:00,1,False,False,6.0
115998,92932,Complete,F,2023-03-14 03:01:00+00:00,Not Returned,2023-03-14 07:47:00+00:00,2023-03-16 13:06:00+00:00,4,False,False,2.0
116018,92949,Complete,F,2023-01-01 14:38:00+00:00,Not Returned,2023-01-03 21:49:00+00:00,2023-01-04 17:20:00+00:00,1,False,False,3.0
116063,92988,Complete,F,2023-03-25 05:40:00+00:00,Not Returned,2023-03-28 03:17:00+00:00,2023-03-30 02:29:00+00:00,1,False,False,4.0
116080,93000,Complete,F,2023-03-19 14:04:00+00:00,Not Returned,2023-03-20 08:16:00+00:00,2023-03-23 04:06:00+00:00,1,False,False,3.0
116128,93031,Complete,F,2023-04-15 10:47:00+00:00,Not Returned,2023-04-15 10:49:00+00:00,2023-04-18 23:56:00+00:00,2,False,False,3.0
116143,93040,Complete,F,2023-03-08 10:16:00+00:00,Not Returned,2023-03-08 14:06:00+00:00,2023-03-12 15:59:00+00:00,1,False,False,4.0
116173,93062,Complete,F,2023-01-13 07:24:00+00:00,Not Returned,2023-01-14 01:12:00+00:00,2023-01-16 14:22:00+00:00,1,False,False,3.0
116219,93093,Complete,F,2023-02-26 12:07:00+00:00,Not Returned,2023-02-27 15:36:00+00:00,2023-03-01 23:40:00+00:00,1,False,False,3.0
116233,93104,Complete,F,2023-03-29 05:18:00+00:00,Not Returned,2023-03-30 14:03:00+00:00,2023-04-04 09:47:00+00:00,1,False,False,6.0
116301,93153,Complete,F,2023-06-16 15:24:00+00:00,Not Returned,2023-06-18 20:30:00+00:00,2023-06-22 05:00:00+00:00,1,False,False,5.0
116334,93181,Complete,F,2023-01-12 03:35:00+00:00,Not Returned,2023-01-14 09:46:00+00:00,2023-01-17 08:32:00+00:00,1,False,False,5.0
116344,93188,Complete,F,2023-02-26 16:41:00+00:00,Not Returned,2023-03-01 07:18:00+00:00,2023-03-04 22:03:00+00:00,1,False,False,6.0
116421,93247,Complete,F,2023-06-29 13:16:00+00:00,Not Returned,2023-07-02 09:34:00+00:00,2023-07-07 01:20:00+00:00,1,False,False,7.0
116536,93336,Complete,F,2023-03-14 03:49:00+00:00,Not Returned,2023-03-16 03:54:00+00:00,2023-03-20 23:38:00+00:00,1,False,False,6.0
116664,93427,Complete,F,2023-06-14 08:33:00+00:00,Not Returned,2023-06-16 11:10:00+00:00,2023-06-21 01:45:00+00:00,1,False,False,6.0
116677,93438,Complete,F,2023-02-06 15:48:00+00:00,Not Returned,2023-02-08 16:56:00+00:00,2023-02-10 09:34:00+00:00,2,False,False,3.0
116974,93660,Complete,F,2023-05-15 01:07:00+00:00,Not Returned,2023-05-17 14:20:00+00:00,2023-05-21 13:20:00+00:00,1,False,False,6.0
117229,93871,Complete,F,2023-06-04 10:38:00+00:00,Not Returned,2023-06-06 11:43:00+00:00,2023-06-08 14:19:00+00:00,2,False,False,4.0
117322,93947,Complete,F,2023-06-22 00:29:00+00:00,Not Returned,2023-06-23 00:26:00+00:00,2023-06-24 07:11:00+00:00,3,False,False,2.0
117373,93984,Complete,F,2023-03-18 11:52:00+00:00,Not Returned,2023-03-19 00:12:00+00:00,2023-03-21 03:51:00+00:00,4,False,False,2.0
117504,94085,Complete,F,2023-05-12 14:44:00+00:00,Not Returned,2023-05-14 18:18:00+00:00,2023-05-15 00:05:00+00:00,1,False,False,2.0
117573,94134,Complete,F,2023-03-15 18:39:00+00:00,Not Returned,2023-03-16 07:23:00+00:00,2023-03-17 00:10:00+00:00,2,False,False,1.0
117622,94170,Complete,F,2023-01-30 06:50:00+00:00,Not Returned,2023-02-02 05:17:00+00:00,2023-02-02 15:46:00+00:00,1,False,False,3.0
117710,94235,Complete,F,2023-05-12 13:24:00+00:00,Not Returned,2023-05-15 06:44:00+00:00,2023-05-16 17:28:00+00:00,3,False,False,4.0
117740,94255,Complete,F,2023-04-23 07:21:00+00:00,Not Returned,2023-04-23 17:10:00+00:00,2023-04-25 00:16:00+00:00,1,False,False,1.0
117769,94273,Complete,F,2023-03-22 06:40:00+00:00,Not Returned,2023-03-24 11:33:00+00:00,2023-03-27 01:51:00+00:00,1,False,False,4.0
117834,94320,Complete,F,2023-04-19 02:28:00+00:00,Not Returned,2023-04-20 14:51:00+00:00,2023-04-24 18:33:00+00:00,1,False,False,5.0
117842,94326,Complete,F,2023-02-12 07:07:00+00:00,Not Returned,2023-02-15 00:19:00+00:00,2023-02-15 23:20:00+00:00,1,False,False,3.0
117995,94438,Complete,F,2023-03-16 04:51:00+00:00,Not Returned,2023-03-19 04:07:00+00:00,2023-03-20 13:53:00+00:00,1,False,False,4.0
118074,94501,Complete,F,2023-02-18 04:43:00+00:00,Not Returned,2023-02-18 16:03:00+00:00,2023-02-19 10:46:00+00:00,1,False,False,1.0
118104,94527,Complete,F,2023-06-16 10:18:00+00:00,Not Returned,2023-06-16 20:55:00+00:00,2023-06-20 08:43:00+00:00,1,False,False,3.0
118162,94573,Complete,F,2023-05-18 08:26:00+00:00,Not Returned,2023-05-19 13:17:00+00:00,2023-05-21 20:07:00+00:00,1,False,False,3.0
118231,94630,Complete,F,2023-01-20 14:58:00+00:00,Not Returned,2023-01-22 22:29:00+00:00,2023-01-27 18:56:00+00:00,1,False,False,7.0
118247,94645,Complete,F,2023-03-30 15:47:00+00:00,Not Returned,2023-03-31 21:44:00+00:00,2023-04-05 10:59:00+00:00,3,False,False,5.0
118303,94687,Complete,F,2023-03-03 03:15:00+00:00,Not Returned,2023-03-04 10:40:00+00:00,2023-03-08 01:19:00+00:00,1,False,False,4.0
118330,94707,Complete,F,2023-05-23 08:35:00+00:00,Not Returned,2023-05-23 16:16:00+00:00,2023-05-26 21:23:00+00:00,1,False,False,3.0
118364,94736,Complete,F,2023-03-14 01:57:00+00:00,Not Returned,2023-03-15 00:16:00+00:00,2023-03-15 01:12:00+00:00,2,False,False,0.0
118389,94754,Complete,F,2023-02-28 15:25:00+00:00,Not Returned,2023-03-02 21:36:00+00:00,2023-03-06 20:13:00+00:00,1,False,False,6.0
118644,94958,Complete,F,2023-02-14 06:55:00+00:00,Not Returned,2023-02-15 13:14:00+00:00,2023-02-17 17:51:00+00:00,1,False,False,3.0
118684,94992,Complete,F,2023-02-15 05:56:00+00:00,Not Returned,2023-02-17 02:59:00+00:00,2023-02-19 15:22:00+00:00,2,False,False,4.0
118766,95059,Complete,F,2023-06-28 05:51:00+00:00,Not Returned,2023-06-30 13:50:00+00:00,2023-07-05 02:20:00+00:00,2,False,False,6.0
118869,95127,Complete,F,2023-05-27 14:30:00+00:00,Not Returned,2023-05-28 02:24:00+00:00,2023-05-30 22:14:00+00:00,1,False,False,3.0
118881,95139,Complete,F,2023-03-29 08:48:00+00:00,Not Returned,2023-03-30 03:23:00+00:00,2023-03-31 20:10:00+00:00,1,False,False,2.0
118978,95226,Complete,F,2023-01-25 12:28:00+00:00,Not Returned,2023-01-26 06:25:00+00:00,2023-01-30 19:55:00+00:00,2,False,False,5.0
119004,95246,Complete,F,2023-01-28 07:35:00+00:00,Not Returned,2023-01-31 03:20:00+00:00,2023-02-01 23:39:00+00:00,1,False,False,4.0
119061,95285,Complete,F,2023-04-08 01:31:00+00:00,Not Returned,2023-04-09 12:10:00+00:00,2023-04-12 01:32:00+00:00,1,False,False,4.0
119258,95432,Complete,F,2023-01-24 11:16:00+00:00,Not Returned,2023-01-26 12:19:00+00:00,2023-01-29 12:35:00+00:00,1,False,False,5.0
119355,95506,Complete,F,2023-02-20 05:49:00+00:00,Not Returned,2023-02-22 17:53:00+00:00,2023-02-25 05:24:00+00:00,1,False,False,4.0
119628,95720,Complete,F,2023-06-29 02:52:00+00:00,Not Returned,2023-07-01 03:30:00+00:00,2023-07-01 15:54:00+00:00,1,False,False,2.0
119769,95837,Complete,F,2023-03-20 03:45:00+00:00,Not Returned,2023-03-21 23:29:00+00:00,2023-03-22 18:51:00+00:00,2,False,False,2.0
119829,95892,Complete,F,2023-03-01 14:36:00+00:00,Not Returned,2023-03-01 16:51:00+00:00,2023-03-04 05:06:00+00:00,2,False,False,2.0
119839,95897,Complete,F,2023-04-18 03:01:00+00:00,Not Returned,2023-04-18 05:23:00+00:00,2023-04-20 01:43:00+00:00,1,False,False,1.0
119888,95931,Complete,F,2023-05-13 10:25:00+00:00,Not Returned,2023-05-13 11:50:00+00:00,2023-05-16 19:49:00+00:00,2,False,False,3.0
120228,96206,Complete,F,2023-03-24 05:51:00+00:00,Not Returned,2023-03-26 22:24:00+00:00,2023-03-27 11:27:00+00:00,2,False,False,3.0
120238,96212,Complete,F,2023-02-25 01:51:00+00:00,Not Returned,2023-02-28 00:20:00+00:00,2023-03-01 12:43:00+00:00,1,False,False,4.0
120326,96287,Complete,F,2023-03-30 16:05:00+00:00,Not Returned,2023-03-31 14:29:00+00:00,2023-04-05 00:07:00+00:00,1,False,False,5.0
120333,96292,Complete,F,2023-06-19 02:45:00+00:00,Not Returned,2023-06-19 21:51:00+00:00,2023-06-20 05:06:00+00:00,1,False,False,1.0
120376,96325,Complete,F,2023-05-21 07:59:00+00:00,Not Returned,2023-05-21 10:45:00+00:00,2023-05-22 06:56:00+00:00,4,False,False,0.0
120483,96413,Complete,F,2023-06-02 18:43:00+00:00,Not Returned,2023-06-04 09:30:00+00:00,2023-06-08 09:51:00+00:00,2,False,False,5.0
120590,96502,Complete,F,2023-05-18 09:33:00+00:00,Not Returned,2023-05-20 08:03:00+00:00,2023-05-23 04:27:00+00:00,1,False,False,4.0
120753,96623,Complete,F,2023-02-07 03:36:00+00:00,Not Returned,2023-02-10 00:29:00+00:00,2023-02-10 02:26:00+00:00,1,False,False,2.0
120780,96648,Complete,F,2023-03-27 05:47:00+00:00,Not Returned,2023-03-30 02:12:00+00:00,2023-03-31 20:33:00+00:00,4,False,False,4.0
120841,96691,Complete,F,2023-05-02 06:56:00+00:00,Not Returned,2023-05-05 02:36:00+00:00,2023-05-07 22:33:00+00:00,4,False,False,5.0
120874,96712,Complete,F,2023-05-20 12:01:00+00:00,Not Returned,2023-05-21 15:19:00+00:00,2023-05-25 15:40:00+00:00,1,False,False,5.0
120999,96819,Complete,F,2023-06-27 10:37:00+00:00,Not Returned,2023-06-28 19:12:00+00:00,2023-06-30 14:12:00+00:00,1,False,False,3.0
121026,96842,Complete,F,2023-04-01 07:07:00+00:00,Not Returned,2023-04-04 01:54:00+00:00,2023-04-05 15:20:00+00:00,4,False,False,4.0
121186,96979,Complete,F,2023-06-29 07:30:00+00:00,Not Returned,2023-07-01 05:56:00+00:00,2023-07-02 13:16:00+00:00,1,False,False,3.0
121191,96982,Complete,F,2023-02-08 11:26:00+00:00,Not Returned,2023-02-09 10:43:00+00:00,2023-02-12 08:20:00+00:00,1,False,False,3.0
121200,96989,Complete,F,2023-03-04 06:43:00+00:00,Not Returned,2023-03-05 15:26:00+00:00,2023-03-05 20:35:00+00:00,1,False,False,1.0
121213,97001,Complete,F,2023-04-19 02:37:00+00:00,Not Returned,2023-04-21 14:33:00+00:00,2023-04-22 23:56:00+00:00,2,False,False,3.0
121259,97042,Complete,F,2023-03-27 14:51:00+00:00,Not Returned,2023-03-29 19:14:00+00:00,2023-04-03 02:38:00+00:00,4,False,False,6.0
121352,97123,Complete,F,2023-01-20 02:31:00+00:00,Not Returned,2023-01-20 15:48:00+00:00,2023-01-21 17:18:00+00:00,1,False,False,1.0
121356,97125,Complete,F,2023-02-26 11:32:00+00:00,Not Returned,2023-02-27 16:29:00+00:00,2023-02-28 04:32:00+00:00,1,False,False,1.0
121539,97257,Complete,F,2023-02-12 07:20:00+00:00,Not Returned,2023-02-14 12:19:00+00:00,2023-02-18 08:21:00+00:00,2,False,False,6.0
121636,97341,Complete,F,2023-03-23 05:44:00+00:00,Not Returned,2023-03-24 01:59:00+00:00,2023-03-24 13:53:00+00:00,1,False,False,1.0
121667,97364,Complete,F,2023-03-13 16:17:00+00:00,Not Returned,2023-03-15 10:12:00+00:00,2023-03-20 03:08:00+00:00,1,False,False,6.0
121945,97571,Complete,F,2023-04-06 14:05:00+00:00,Not Returned,2023-04-07 03:43:00+00:00,2023-04-07 22:55:00+00:00,1,False,False,1.0
122011,97641,Complete,F,2023-06-13 02:47:00+00:00,Not Returned,2023-06-14 12:54:00+00:00,2023-06-16 17:19:00+00:00,1,False,False,3.0
122060,97691,Complete,F,2023-03-02 13:43:00+00:00,Not Returned,2023-03-04 13:37:00+00:00,2023-03-08 13:36:00+00:00,1,False,False,5.0
122160,97774,Complete,F,2023-03-14 15:50:00+00:00,Not Returned,2023-03-15 22:43:00+00:00,2023-03-20 19:39:00+00:00,1,False,False,6.0
122177,97786,Complete,F,2023-03-19 15:48:00+00:00,Not Returned,2023-03-21 02:20:00+00:00,2023-03-25 14:48:00+00:00,1,False,False,5.0
122327,97902,Complete,F,2023-05-14 09:01:00+00:00,Not Returned,2023-05-14 11:42:00+00:00,2023-05-14 17:55:00+00:00,1,False,False,0.0
122376,97955,Complete,F,2023-06-29 08:09:00+00:00,Not Returned,2023-06-30 03:04:00+00:00,2023-07-03 13:43:00+00:00,1,False,False,4.0
122506,98071,Complete,F,2023-04-03 16:13:00+00:00,Not Returned,2023-04-04 22:23:00+00:00,2023-04-05 05:46:00+00:00,3,False,False,1.0
122556,98117,Complete,F,2023-01-28 06:20:00+00:00,Not Returned,2023-01-28 17:40:00+00:00,2023-02-02 05:17:00+00:00,1,False,False,4.0
122627,98170,Complete,F,2023-04-10 09:26:00+00:00,Not Returned,2023-04-12 14:28:00+00:00,2023-04-16 10:36:00+00:00,4,False,False,6.0
122718,98242,Complete,F,2023-03-03 13:14:00+00:00,Not Returned,2023-03-05 18:51:00+00:00,2023-03-09 22:55:00+00:00,2,False,False,6.0
122719,98242,Complete,F,2023-01-01 13:14:00+00:00,Not Returned,2023-01-02 03:24:00+00:00,2023-01-03 13:32:00+00:00,1,False,False,2.0
122780,98288,Complete,F,2023-05-05 16:08:00+00:00,Not Returned,2023-05-06 11:21:00+00:00,2023-05-06 14:29:00+00:00,2,False,False,0.0
122868,98362,Complete,F,2023-05-26 12:07:00+00:00,Not Returned,2023-05-27 09:30:00+00:00,2023-05-29 02:46:00+00:00,1,False,False,2.0
122966,98445,Complete,F,2023-06-30 13:38:00+00:00,Not Returned,2023-07-01 13:35:00+00:00,2023-07-04 20:14:00+00:00,1,False,False,4.0
123281,98685,Complete,F,2023-02-11 18:38:00+00:00,Not Returned,2023-02-11 23:42:00+00:00,2023-02-14 14:53:00+00:00,2,False,False,2.0
123359,98743,Complete,F,2023-01-23 01:57:00+00:00,Not Returned,2023-01-25 09:54:00+00:00,2023-01-26 20:39:00+00:00,2,False,False,3.0
123486,98848,Complete,F,2023-04-18 11:38:00+00:00,Not Returned,2023-04-19 14:49:00+00:00,2023-04-22 12:08:00+00:00,1,False,False,4.0
123547,98897,Complete,F,2023-01-19 17:07:00+00:00,Not Returned,2023-01-22 04:40:00+00:00,2023-01-24 19:35:00+00:00,1,False,False,5.0
123555,98901,Complete,F,2023-04-14 09:33:00+00:00,Not Returned,2023-04-14 14:21:00+00:00,2023-04-16 10:35:00+00:00,2,False,False,2.0
123557,98901,Complete,F,2023-01-21 09:33:00+00:00,Not Returned,2023-01-22 05:46:00+00:00,2023-01-26 14:43:00+00:00,1,False,False,5.0
123558,98902,Complete,F,2023-05-25 05:52:00+00:00,Not Returned,2023-05-25 11:11:00+00:00,2023-05-27 15:54:00+00:00,2,False,False,2.0
123674,98981,Complete,F,2023-06-17 09:16:00+00:00,Not Returned,2023-06-19 18:42:00+00:00,2023-06-23 16:42:00+00:00,1,False,False,6.0
123963,99206,Complete,F,2023-05-12 10:07:00+00:00,Not Returned,2023-05-14 18:24:00+00:00,2023-05-17 14:57:00+00:00,1,False,False,5.0
123987,99228,Complete,F,2023-03-25 16:39:00+00:00,Not Returned,2023-03-28 02:44:00+00:00,2023-04-01 14:10:00+00:00,2,False,False,6.0
123998,99236,Complete,F,2023-03-07 01:06:00+00:00,Not Returned,2023-03-09 12:25:00+00:00,2023-03-13 05:45:00+00:00,1,False,False,6.0
124020,99255,Complete,F,2023-05-28 07:57:00+00:00,Not Returned,2023-05-30 05:04:00+00:00,2023-05-31 23:13:00+00:00,1,False,False,3.0
124122,99352,Complete,F,2023-05-15 17:13:00+00:00,Not Returned,2023-05-16 18:36:00+00:00,2023-05-20 18:02:00+00:00,1,False,False,5.0
124205,99418,Complete,F,2023-03-20 07:17:00+00:00,Not Returned,2023-03-20 07:29:00+00:00,2023-03-23 00:26:00+00:00,4,False,False,2.0
124305,99507,Complete,F,2023-04-24 06:10:00+00:00,Not Returned,2023-04-26 03:33:00+00:00,2023-04-27 03:26:00+00:00,1,False,False,2.0
124362,99560,Complete,F,2023-02-01 07:49:00+00:00,Not Returned,2023-02-03 16:51:00+00:00,2023-02-05 15:08:00+00:00,1,False,False,4.0
124471,99650,Complete,F,2023-05-04 05:25:00+00:00,Not Returned,2023-05-04 18:13:00+00:00,2023-05-06 00:23:00+00:00,1,False,False,1.0
124550,99712,Complete,F,2023-05-09 03:57:00+00:00,Not Returned,2023-05-10 08:52:00+00:00,2023-05-12 18:23:00+00:00,1,False,False,3.0
124574,99727,Complete,F,2023-06-23 16:25:00+00:00,Not Returned,2023-06-25 08:31:00+00:00,2023-06-27 02:43:00+00:00,1,False,False,3.0
124700,99814,Complete,F,2023-02-06 18:01:00+00:00,Not Returned,2023-02-09 00:08:00+00:00,2023-02-09 21:24:00+00:00,2,False,False,3.0
15,13,Processing,F,2023-06-26 14:12:00+00:00,Not Returned,,,1,True,True,
147,110,Processing,F,2023-06-04 17:10:00+00:00,Not Returned,,,1,True,True,
250,204,Processing,F,2023-01-31 06:59:00+00:00,Not Returned,,,4,True,True,
285,228,Processing,F,2023-04-16 16:22:00+00:00,Not Returned,,,1,True,True,
524,413,Processing,F,2023-04-28 14:01:00+00:00,Not Returned,,,2,True,True,
581,455,Processing,F,2023-04-15 11:51:00+00:00,Not Returned,,,1,True,True,
599,470,Processing,F,2023-03-22 10:25:00+00:00,Not Returned,,,1,True,True,
610,482,Processing,F,2023-05-16 06:43:00+00:00,Not Returned,,,1,True,True,
670,539,Processing,F,2023-01-31 10:11:00+00:00,Not Returned,,,2,True,True,
704,564,Processing,F,2023-03-27 15:23:00+00:00,Not Returned,,,1,True,True,
849,694,Processing,F,2023-01-14 13:01:00+00:00,Not Returned,,,1,True,True,
896,728,Processing,F,2023-02-27 00:36:00+00:00,Not Returned,,,1,True,True,
900,731,Processing,F,2023-03-26 13:16:00+00:00,Not Returned,,,1,True,True,
921,748,Processing,F,2023-01-28 18:54:00+00:00,Not Returned,,,1,True,True,
1034,831,Processing,F,2023-02-26 05:46:00+00:00,Not Returned,,,3,True,True,
1180,960,Processing,F,2023-01-06 03:25:00+00:00,Not Returned,,,1,True,True,
1185,962,Processing,F,2023-05-28 07:03:00+00:00,Not Returned,,,1,True,True,
1391,1145,Processing,F,2023-03-01 17:09:00+00:00,Not Returned,,,1,True,True,
1397,1149,Processing,F,2023-01-31 18:37:00+00:00,Not Returned,,,1,True,True,
1436,1179,Processing,F,2023-02-17 14:35:00+00:00,Not Returned,,,4,True,True,
1604,1317,Processing,F,2023-01-24 00:52:00+00:00,Not Returned,,,1,True,True,
1739,1425,Processing,F,2023-02-11 18:49:00+00:00,Not Returned,,,1,True,True,
1886,1556,Processing,F,2023-04-16 11:28:00+00:00,Not Returned,,,1,True,True,
2013,1644,Processing,F,2023-06-29 00:00:00+00:00,Not Returned,,,1,True,True,
2040,1663,Processing,F,2023-01-25 02:28:00+00:00,Not Returned,,,1,True,True,
2266,1855,Processing,F,2023-04-17 07:08:00+00:00,Not Returned,,,1,True,True,
2441,1992,Processing,F,2023-04-24 08:19:00+00:00,Not Returned,,,1,True,True,
2466,2012,Processing,F,2023-02-01 08:31:00+00:00,Not Returned,,,1,True,True,
2554,2084,Processing,F,2023-01-20 15:23:00+00:00,Not Returned,,,1,True,True,
2798,2290,Processing,F,2023-03-17 01:09:00+00:00,Not Returned,,,1,True,True,
2835,2317,Processing,F,2023-03-04 13:53:00+00:00,Not Returned,,,1,True,True,
3035,2498,Processing,F,2023-05-13 02:39:00+00:00,Not Returned,,,1,True,True,
3088,2536,Processing,F,2023-04-16 13:25:00+00:00,Not Returned,,,1,True,True,
3196,2635,Processing,F,2023-02-20 03:26:00+00:00,Not Returned,,,1,True,True,
3377,2768,Processing,F,2023-01-24 05:26:00+00:00,Not Returned,,,4,True,True,
3730,3048,Processing,F,2023-06-26 10:20:00+00:00,Not Returned,,,1,True,True,
3847,3134,Processing,F,2023-01-09 00:04:00+00:00,Not Returned,,,2,True,True,
3873,3152,Processing,F,2023-06-21 16:11:00+00:00,Not Returned,,,2,True,True,
3887,3168,Processing,F,2023-05-21 16:47:00+00:00,Not Returned,,,1,True,True,
4070,3308,Processing,F,2023-04-22 08:17:00+00:00,Not Returned,,,1,True,True,
4121,3350,Processing,F,2023-02-07 12:51:00+00:00,Not Returned,,,1,True,True,
4129,3355,Processing,F,2023-06-30 12:11:00+00:00,Not Returned,,,2,True,True,
4239,3442,Processing,F,2023-04-22 08:26:00+00:00,Not Returned,,,2,True,True,
4391,3572,Processing,F,2023-03-15 13:36:00+00:00,Not Returned,,,3,True,True,
4444,3613,Processing,F,2023-06-08 18:11:00+00:00,Not Returned,,,1,True,True,
4695,3818,Processing,F,2023-06-28 12:28:00+00:00,Not Returned,,,1,True,True,
4943,4017,Processing,F,2023-06-29 01:06:00+00:00,Not Returned,,,1,True,True,
4974,4039,Processing,F,2023-03-27 09:58:00+00:00,Not Returned,,,4,True,True,
5142,4176,Processing,F,2023-02-23 01:47:00+00:00,Not Returned,,,1,True,True,
5318,4327,Processing,F,2023-02-12 14:46:00+00:00,Not Returned,,,2,True,True,
5383,4376,Processing,F,2023-02-01 09:38:00+00:00,Not Returned,,,2,True,True,
5432,4414,Processing,F,2023-05-15 03:47:00+00:00,Not Returned,,,1,True,True,
5658,4588,Processing,F,2023-03-19 07:17:00+00:00,Not Returned,,,1,True,True,
5682,4607,Processing,F,2023-04-25 11:10:00+00:00,Not Returned,,,1,True,True,
5725,4635,Processing,F,2023-02-22 02:08:00+00:00,Not Returned,,,2,True,True,
5895,4771,Processing,F,2023-04-18 15:06:00+00:00,Not Returned,,,1,True,True,
5910,4782,Processing,F,2023-02-08 13:52:00+00:00,Not Returned,,,1,True,True,
6015,4853,Processing,F,2023-05-10 02:55:00+00:00,Not Returned,,,4,True,True,
6107,4928,Processing,F,2023-01-05 07:50:00+00:00,Not Returned,,,1,True,True,
6118,4936,Processing,F,2023-05-06 07:35:00+00:00,Not Returned,,,1,True,True,
6133,4952,Processing,F,2023-04-14 14:59:00+00:00,Not Returned,,,1,True,True,
6389,5175,Processing,F,2023-06-07 02:28:00+00:00,Not Returned,,,1,True,True,
6422,5193,Processing,F,2023-03-19 16:49:00+00:00,Not Returned,,,1,True,True,
6454,5218,Processing,F,2023-05-28 11:22:00+00:00,Not Returned,,,1,True,True,
6505,5267,Processing,F,2023-04-21 17:23:00+00:00,Not Returned,,,1,True,True,
6535,5288,Processing,F,2023-06-12 00:57:00+00:00,Not Returned,,,1,True,True,
6743,5440,Processing,F,2023-06-22 11:03:00+00:00,Not Returned,,,1,True,True,
6775,5465,Processing,F,2023-05-22 00:58:00+00:00,Not Returned,,,1,True,True,
7081,5727,Processing,F,2023-05-21 09:57:00+00:00,Not Returned,,,2,True,True,
7259,5878,Processing,F,2023-02-06 03:27:00+00:00,Not Returned,,,2,True,True,
7344,5948,Processing,F,2023-05-06 10:17:00+00:00,Not Returned,,,1,True,True,
7414,6006,Processing,F,2023-03-05 05:21:00+00:00,Not Returned,,,4,True,True,
7498,6069,Processing,F,2023-06-22 15:23:00+00:00,Not Returned,,,2,True,True,
7526,6093,Processing,F,2023-01-08 06:35:00+00:00,Not Returned,,,1,True,True,
7566,6119,Processing,F,2023-01-22 06:24:00+00:00,Not Returned,,,4,True,True,
7572,6123,Processing,F,2023-06-05 00:56:00+00:00,Not Returned,,,1,True,True,
7744,6268,Processing,F,2023-06-09 10:16:00+00:00,Not Returned,,,2,True,True,
7775,6289,Processing,F,2023-05-21 13:41:00+00:00,Not Returned,,,1,True,True,
7828,6330,Processing,F,2023-05-25 10:55:00+00:00,Not Returned,,,1,True,True,
7861,6358,Processing,F,2023-01-03 09:10:00+00:00,Not Returned,,,1,True,True,
7928,6411,Processing,F,2023-03-21 15:07:00+00:00,Not Returned,,,2,True,True,
8373,6767,Processing,F,2023-04-24 09:41:00+00:00,Not Returned,,,1,True,True,
8403,6793,Processing,F,2023-02-28 08:58:00+00:00,Not Returned,,,1,True,True,
8434,6823,Processing,F,2023-05-01 03:13:00+00:00,Not Returned,,,1,True,True,
8727,7039,Processing,F,2023-06-09 12:17:00+00:00,Not Returned,,,1,True,True,
8756,7066,Processing,F,2023-04-14 14:09:00+00:00,Not Returned,,,1,True,True,
8776,7080,Processing,F,2023-06-11 06:20:00+00:00,Not Returned,,,1,True,True,
8958,7218,Processing,F,2023-02-22 09:15:00+00:00,Not Returned,,,1,True,True,
8976,7235,Processing,F,2023-04-10 15:41:00+00:00,Not Returned,,,2,True,True,
9001,7256,Processing,F,2023-04-08 09:35:00+00:00,Not Returned,,,1,True,True,
9061,7302,Processing,F,2023-02-13 08:59:00+00:00,Not Returned,,,1,True,True,
9124,7355,Processing,F,2023-05-29 02:28:00+00:00,Not Returned,,,1,True,True,
9416,7576,Processing,F,2023-05-14 03:53:00+00:00,Not Returned,,,2,True,True,
9504,7647,Processing,F,2023-02-23 01:44:00+00:00,Not Returned,,,1,True,True,
9603,7719,Processing,F,2023-05-24 07:35:00+00:00,Not Returned,,,2,True,True,
9923,7973,Processing,F,2023-05-30 15:49:00+00:00,Not Returned,,,1,True,True,
10005,8034,Processing,F,2023-06-05 16:22:00+00:00,Not Returned,,,1,True,True,
10070,8096,Processing,F,2023-05-02 16:47:00+00:00,Not Returned,,,2,True,True,
10137,8146,Processing,F,2023-05-06 07:56:00+00:00,Not Returned,,,1,True,True,
10148,8154,Processing,F,2023-05-03 16:09:00+00:00,Not Returned,,,3,True,True,
10242,8231,Processing,F,2023-06-09 17:24:00+00:00,Not Returned,,,1,True,True,
10275,8261,Processing,F,2023-01-15 11:02:00+00:00,Not Returned,,,2,True,True,
10377,8351,Processing,F,2023-05-22 14:11:00+00:00,Not Returned,,,2,True,True,
10393,8364,Processing,F,2023-05-26 14:21:00+00:00,Not Returned,,,1,True,True,
10448,8405,Processing,F,2023-06-09 16:24:00+00:00,Not Returned,,,1,True,True,
10573,8497,Processing,F,2023-05-30 16:26:00+00:00,Not Returned,,,3,True,True,
10588,8508,Processing,F,2023-05-31 02:16:00+00:00,Not Returned,,,1,True,True,
